province,type_zone,nom_etablissement,type_etablissement,nb_eleves,mois_depuis_derniere_visite,theme,saison,jour,distance_km,budget_mad,risque_logistique,score_engagement
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,579,11,Intelligence Artificielle MVP,Hiver,Vendredi,97,781.28,Faible,70
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,932,23,Robotique & Arduino,Printemps,Dimanche,31,329.44,Faible,83
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,513,16,Creation de Jeux Scratch,Automne,Vendredi,65,715.12,Faible,70
Safi,Mixte,Lycée Moulay Ismail,Lycée,599,13,Intelligence Artificielle MVP,Hiver,Dimanche,61,692.93,Faible,85
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,978,2,Intelligence Artificielle MVP,Ete,Samedi,16,185.37,Faible,47
Safi,Mixte,Lycée Moulay Ismail,Lycée,594,24,Robotique & Arduino,Automne,Lundi,84,701.19,Faible,66
Tata,Rurale,Lycée Hassan Ier,Lycée,359,4,Robotique & Arduino,Hiver,Dimanche,321,4129.9,Eleve,76
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,959,0,Creation de Jeux Scratch,Automne,Lundi,43,430.47,Faible,29
Azilal,Rurale,Collège Demnate,Collège,539,7,Intelligence Artificielle MVP,Hiver,Lundi,286,4961.41,Eleve,62
Tinghir,Rurale,Lycée Bamou,Lycée,493,24,Initiation Python,Ete,Jeudi,162,1803.55,Moyen,62
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,688,10,Initiation Python,Ete,Mardi,68,660.51,Faible,54
Safi,Mixte,Lycée Zerktouni,Lycée,672,23,Intelligence Artificielle MVP,Printemps,Vendredi,95,860.55,Faible,78
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,652,0,Initiation Python,Automne,Dimanche,138,1241.53,Faible,58
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,524,4,Creation de Jeux Scratch,Automne,Mardi,144,1697.52,Faible,75
Tata,Rurale,Lycée Hassan Ier,Lycée,291,11,Creation de Jeux Scratch,Automne,Samedi,436,4689.94,Moyen,77
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,699,12,Creation de Jeux Scratch,Ete,Vendredi,71,597.67,Faible,64
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1238,8,Intelligence Artificielle MVP,Hiver,Mercredi,30,321.72,Faible,59
Tinghir,Rurale,Collège Ibn Sina,Collège,606,6,Robotique & Arduino,Printemps,Mercredi,191,1763.25,Moyen,71
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,407,20,Intelligence Artificielle MVP,Hiver,Vendredi,310,4029.88,Eleve,77
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,642,2,Robotique & Arduino,Ete,Samedi,62,584.4,Faible,54
Midelt,Rurale,Collège Ibn Khaldoun,Collège,579,17,Robotique & Arduino,Ete,Dimanche,224,1959.78,Moyen,72
Safi,Mixte,Lycée Moulay Ismail,Lycée,603,14,Creation de Jeux Scratch,Automne,Vendredi,114,1109.77,Faible,69
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,968,6,Robotique & Arduino,Ete,Lundi,10,95.35,Faible,47
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,985,0,Intelligence Artificielle MVP,Ete,Mercredi,41,406.49,Faible,34
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,980,3,Creation de Jeux Scratch,Hiver,Dimanche,11,95.39,Faible,49
Tinghir,Rurale,Collège Ibn Sina,Collège,652,1,Robotique & Arduino,Hiver,Lundi,182,2623.36,Eleve,59
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,958,11,Intelligence Artificielle MVP,Printemps,Vendredi,23,188.45,Faible,56
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,970,5,Creation de Jeux Scratch,Printemps,Vendredi,16,186.24,Faible,52
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,963,23,Robotique & Arduino,Printemps,Samedi,38,307.78,Faible,78
Settat,Mixte,Lycée Allal Al Fassi,Lycée,830,9,Intelligence Artificielle MVP,Hiver,Dimanche,136,1108.01,Faible,82
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1094,0,Robotique & Arduino,Printemps,Vendredi,45,477.76,Faible,50
Tinghir,Rurale,Collège Ibn Sina,Collège,677,22,Initiation Python,Printemps,Dimanche,383,4281.75,Moyen,90
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,554,11,Creation de Jeux Scratch,Automne,Dimanche,150,1630.76,Faible,76
Zagora,Rurale,Collège Al Massira,Collège,565,22,Creation de Jeux Scratch,Printemps,Jeudi,378,4526.16,Moyen,84
Safi,Mixte,Lycée Zerktouni,Lycée,652,8,Initiation Python,Printemps,Samedi,65,631.79,Faible,69
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,909,13,Creation de Jeux Scratch,Hiver,Vendredi,23,253.07,Faible,64
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1004,20,Intelligence Artificielle MVP,Hiver,Samedi,44,514.01,Faible,79
Zagora,Rurale,Lycée Hassan II,Lycée,407,16,Intelligence Artificielle MVP,Automne,Vendredi,152,1603.12,Faible,81
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,334,12,Creation de Jeux Scratch,Automne,Jeudi,374,4471.92,Moyen,68
Fes,Urbaine,CPGE Al Khansaa,CPGE,223,15,Creation de Jeux Scratch,Printemps,Mercredi,31,292.07,Faible,64
Safi,Mixte,Lycée Zerktouni,Lycée,734,8,Creation de Jeux Scratch,Printemps,Jeudi,87,927.06,Faible,69
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1177,15,Intelligence Artificielle MVP,Hiver,Mercredi,23,242.24,Faible,62
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,962,17,Initiation Python,Ete,Vendredi,45,407.16,Faible,46
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,672,22,Creation de Jeux Scratch,Automne,Dimanche,83,890.19,Faible,80
Settat,Mixte,Lycée Allal Al Fassi,Lycée,897,7,Robotique & Arduino,Automne,Jeudi,73,864.47,Faible,75
Zagora,Rurale,Lycée Hassan II,Lycée,386,2,Intelligence Artificielle MVP,Ete,Dimanche,323,3078.44,Faible,48
Settat,Mixte,Lycée Allal Al Fassi,Lycée,832,23,Intelligence Artificielle MVP,Ete,Mardi,84,966.34,Faible,64
Settat,Mixte,Collège Al Wahda,Collège,886,10,Initiation Python,Ete,Vendredi,112,1180.84,Faible,63
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,465,0,Creation de Jeux Scratch,Ete,Lundi,200,2338.97,Moyen,42
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,686,13,Robotique & Arduino,Ete,Lundi,126,1086.36,Faible,59
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,923,1,Robotique & Arduino,Printemps,Jeudi,42,366.51,Faible,44
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,391,8,Robotique & Arduino,Hiver,Dimanche,207,3672.47,Eleve,87
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,777,17,Creation de Jeux Scratch,Hiver,Jeudi,82,725.44,Faible,78
Midelt,Rurale,Collège Ibn Khaldoun,Collège,577,17,Intelligence Artificielle MVP,Hiver,Vendredi,240,3361.67,Eleve,81
Zagora,Rurale,Lycée Hassan II,Lycée,399,20,Initiation Python,Printemps,Mardi,190,1919.06,Moyen,79
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,924,6,Intelligence Artificielle MVP,Automne,Dimanche,32,349.78,Faible,62
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,471,18,Creation de Jeux Scratch,Hiver,Mercredi,182,3136.65,Eleve,81
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,519,12,Creation de Jeux Scratch,Hiver,Jeudi,392,5577.48,Eleve,73
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1013,21,Initiation Python,Ete,Mercredi,26,241.47,Faible,45
Tata,Rurale,Collège Ibn Batouta,Collège,454,6,Initiation Python,Hiver,Jeudi,236,3075.82,Eleve,66
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,742,22,Creation de Jeux Scratch,Printemps,Dimanche,75,671.38,Faible,73
Tinghir,Rurale,Collège Ibn Sina,Collège,667,18,Creation de Jeux Scratch,Ete,Samedi,289,2396.04,Faible,69
Azilal,Rurale,Lycée Ouzoud,Lycée,423,3,Intelligence Artificielle MVP,Automne,Vendredi,294,2658.06,Moyen,70
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,813,19,Robotique & Arduino,Automne,Samedi,12,103.82,Faible,78
Chefchaouen,Rurale,Collège Al Houria,Collège,583,0,Initiation Python,Automne,Samedi,368,4282.43,Moyen,61
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,908,9,Robotique & Arduino,Ete,Mercredi,20,237.11,Faible,57
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,798,22,Initiation Python,Printemps,Lundi,65,558.04,Faible,69
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,984,10,Intelligence Artificielle MVP,Printemps,Lundi,28,255.63,Faible,57
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1000,17,Robotique & Arduino,Ete,Jeudi,35,320.25,Faible,52
Safi,Mixte,Lycée Zerktouni,Lycée,719,0,Initiation Python,Printemps,Dimanche,88,913.02,Faible,67
Azilal,Rurale,Lycée Ouzoud,Lycée,449,24,Intelligence Artificielle MVP,Hiver,Lundi,222,3900.36,Eleve,70
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1024,10,Robotique & Arduino,Ete,Dimanche,48,523.32,Faible,56
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,215,0,Creation de Jeux Scratch,Hiver,Dimanche,11,113.23,Faible,48
Zagora,Rurale,Collège Al Massira,Collège,549,19,Robotique & Arduino,Automne,Mardi,310,3615.46,Moyen,86
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,542,10,Initiation Python,Ete,Mardi,278,2251.69,Faible,59
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,776,13,Intelligence Artificielle MVP,Hiver,Mardi,100,827.43,Faible,68
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,652,10,Creation de Jeux Scratch,Automne,Lundi,90,1021.56,Faible,70
Zagora,Rurale,Lycée Hassan II,Lycée,379,24,Intelligence Artificielle MVP,Hiver,Mercredi,311,4485.97,Eleve,73
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,887,7,Initiation Python,Hiver,Mardi,36,288.45,Faible,69
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,410,1,Creation de Jeux Scratch,Automne,Jeudi,411,3995.68,Moyen,58
Midelt,Rurale,Collège Ibn Khaldoun,Collège,578,1,Intelligence Artificielle MVP,Printemps,Jeudi,319,3681.03,Moyen,56
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,927,12,Robotique & Arduino,Hiver,Samedi,49,479.85,Faible,79
Fes,Urbaine,CPGE Al Khansaa,CPGE,212,12,Initiation Python,Ete,Vendredi,32,277.17,Faible,54
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,855,22,Initiation Python,Hiver,Dimanche,17,160.98,Faible,78
Zagora,Rurale,Collège Al Massira,Collège,508,21,Intelligence Artificielle MVP,Printemps,Samedi,189,2019.0,Faible,75
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,260,11,Creation de Jeux Scratch,Ete,Jeudi,396,4206.28,Faible,65
Tata,Rurale,Lycée Hassan Ier,Lycée,273,0,Initiation Python,Automne,Dimanche,293,2651.89,Moyen,55
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,266,9,Initiation Python,Printemps,Jeudi,192,2184.7,Moyen,77
Chefchaouen,Rurale,Collège Al Houria,Collège,586,1,Creation de Jeux Scratch,Ete,Mercredi,196,2127.56,Moyen,40
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,525,23,Intelligence Artificielle MVP,Automne,Mardi,427,4585.66,Moyen,83
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,267,2,Intelligence Artificielle MVP,Printemps,Samedi,267,2560.1,Moyen,73
Safi,Mixte,Lycée Zerktouni,Lycée,703,10,Creation de Jeux Scratch,Printemps,Vendredi,115,1288.76,Faible,76
Midelt,Rurale,Collège Ibn Khaldoun,Collège,577,10,Creation de Jeux Scratch,Ete,Vendredi,400,4003.6,Moyen,62
Safi,Mixte,Lycée Moulay Ismail,Lycée,632,18,Initiation Python,Automne,Jeudi,146,1713.83,Faible,68
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,853,6,Initiation Python,Hiver,Jeudi,40,477.24,Faible,69
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,958,15,Initiation Python,Ete,Mardi,16,152.45,Faible,55
Settat,Mixte,Collège Al Wahda,Collège,868,12,Creation de Jeux Scratch,Ete,Mercredi,114,1254.07,Faible,63
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,334,12,Initiation Python,Printemps,Lundi,332,3083.13,Moyen,73
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,858,4,Robotique & Arduino,Automne,Lundi,19,225.7,Faible,60
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,776,8,Intelligence Artificielle MVP,Printemps,Mardi,102,1220.67,Faible,68
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1035,5,Robotique & Arduino,Hiver,Dimanche,40,438.02,Faible,64
Azilal,Rurale,Lycée Ouzoud,Lycée,455,5,Intelligence Artificielle MVP,Printemps,Mercredi,378,4457.33,Moyen,71
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,807,21,Initiation Python,Ete,Jeudi,43,510.15,Faible,64
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1017,7,Initiation Python,Automne,Jeudi,33,313.83,Faible,68
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,962,10,Creation de Jeux Scratch,Ete,Mardi,19,183.7,Faible,48
Azilal,Rurale,Collège Demnate,Collège,563,24,Robotique & Arduino,Automne,Jeudi,435,3849.12,Faible,85
Tinghir,Rurale,Collège Ibn Sina,Collège,603,23,Creation de Jeux Scratch,Printemps,Lundi,285,2992.43,Moyen,77
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,971,22,Robotique & Arduino,Printemps,Lundi,43,457.78,Faible,62
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,512,23,Robotique & Arduino,Automne,Samedi,301,2958.98,Moyen,83
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1063,0,Robotique & Arduino,Automne,Samedi,38,423.69,Faible,47
Tata,Rurale,Collège Ibn Batouta,Collège,435,4,Robotique & Arduino,Ete,Lundi,200,1804.22,Faible,58
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,596,10,Creation de Jeux Scratch,Hiver,Mardi,303,4261.82,Eleve,76
Settat,Mixte,Collège Al Wahda,Collège,878,20,Initiation Python,Automne,Mardi,119,1088.41,Faible,78
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,780,1,Intelligence Artificielle MVP,Ete,Mercredi,70,726.37,Faible,45
Midelt,Rurale,Collège Ibn Khaldoun,Collège,647,11,Intelligence Artificielle MVP,Hiver,Mercredi,163,2422.04,Eleve,75
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,972,11,Creation de Jeux Scratch,Hiver,Vendredi,22,211.5,Faible,49
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,766,19,Initiation Python,Ete,Mardi,140,1391.32,Faible,57
Chefchaouen,Rurale,Collège Al Houria,Collège,577,11,Intelligence Artificielle MVP,Hiver,Mardi,278,4282.6,Eleve,80
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,810,11,Initiation Python,Ete,Mardi,105,1046.85,Faible,58
Midelt,Rurale,Collège Ibn Khaldoun,Collège,663,18,Robotique & Arduino,Automne,Vendredi,207,2232.45,Moyen,87
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,713,6,Creation de Jeux Scratch,Automne,Samedi,137,1381.7,Faible,74
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,992,9,Intelligence Artificielle MVP,Automne,Jeudi,16,172.01,Faible,60
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,451,13,Initiation Python,Printemps,Jeudi,447,4549.07,Moyen,75
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,373,14,Intelligence Artificielle MVP,Printemps,Mercredi,324,3165.82,Moyen,78
Safi,Mixte,Lycée Moulay Ismail,Lycée,614,5,Robotique & Arduino,Printemps,Vendredi,90,794.95,Faible,72
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,929,13,Robotique & Arduino,Printemps,Mercredi,23,232.12,Faible,69
Zagora,Rurale,Lycée Hassan II,Lycée,405,3,Creation de Jeux Scratch,Printemps,Samedi,192,2173.93,Faible,77
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,852,16,Creation de Jeux Scratch,Hiver,Jeudi,100,1157.88,Faible,73
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,908,20,Robotique & Arduino,Ete,Mercredi,37,298.17,Faible,60
Settat,Mixte,Lycée Allal Al Fassi,Lycée,873,17,Robotique & Arduino,Printemps,Mardi,74,729.73,Faible,77
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,665,10,Intelligence Artificielle MVP,Automne,Mercredi,71,656.87,Faible,73
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,1013,0,Creation de Jeux Scratch,Printemps,Mercredi,28,322.35,Faible,38
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,535,4,Robotique & Arduino,Automne,Samedi,409,4847.19,Moyen,74
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,870,4,Creation de Jeux Scratch,Hiver,Lundi,28,255.28,Faible,50
Fes,Urbaine,CPGE Al Khansaa,CPGE,212,13,Robotique & Arduino,Automne,Lundi,43,385.68,Faible,68
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,241,18,Initiation Python,Ete,Jeudi,134,1518.91,Faible,57
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,510,6,Robotique & Arduino,Hiver,Lundi,200,2691.35,Eleve,70
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1019,21,Creation de Jeux Scratch,Ete,Mercredi,38,315.81,Faible,41
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,444,5,Initiation Python,Ete,Vendredi,190,2047.23,Faible,54
Azilal,Rurale,Collège Demnate,Collège,553,16,Initiation Python,Automne,Dimanche,258,2090.18,Moyen,82
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,601,19,Robotique & Arduino,Printemps,Jeudi,391,3193.08,Moyen,75
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,852,15,Initiation Python,Hiver,Vendredi,10,96.38,Faible,74
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1015,4,Creation de Jeux Scratch,Ete,Jeudi,28,310.93,Faible,38
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,846,20,Robotique & Arduino,Ete,Lundi,29,277.88,Faible,46
Tata,Rurale,Collège Ibn Batouta,Collège,521,15,Intelligence Artificielle MVP,Hiver,Samedi,298,3872.05,Eleve,76
Fes,Urbaine,CPGE Al Khansaa,CPGE,218,14,Intelligence Artificielle MVP,Automne,Samedi,13,128.82,Faible,77
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1076,24,Creation de Jeux Scratch,Ete,Vendredi,40,469.4,Faible,48
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,539,8,Initiation Python,Automne,Mercredi,137,1546.07,Faible,74
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1020,20,Creation de Jeux Scratch,Printemps,Dimanche,21,176.13,Faible,57
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,970,6,Robotique & Arduino,Printemps,Vendredi,24,192.46,Faible,69
Chefchaouen,Rurale,Collège Al Houria,Collège,612,20,Robotique & Arduino,Hiver,Vendredi,277,4494.55,Eleve,80
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1066,8,Intelligence Artificielle MVP,Printemps,Dimanche,11,119.99,Faible,70
Safi,Mixte,Lycée Moulay Ismail,Lycée,611,13,Intelligence Artificielle MVP,Ete,Samedi,136,1454.86,Faible,65
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,391,13,Robotique & Arduino,Printemps,Jeudi,259,2717.59,Faible,76
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,858,18,Intelligence Artificielle MVP,Hiver,Dimanche,13,136.28,Faible,69
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,813,18,Intelligence Artificielle MVP,Hiver,Samedi,64,609.29,Faible,82
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,243,21,Initiation Python,Hiver,Dimanche,74,745.44,Faible,86
Zagora,Rurale,Lycée Hassan II,Lycée,362,20,Intelligence Artificielle MVP,Hiver,Lundi,238,2491.46,Moyen,73
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,594,20,Initiation Python,Ete,Lundi,106,897.2,Faible,60
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,526,13,Initiation Python,Hiver,Vendredi,193,2618.34,Eleve,76
Settat,Mixte,Lycée Allal Al Fassi,Lycée,890,15,Robotique & Arduino,Automne,Lundi,107,1194.88,Faible,79
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,600,3,Initiation Python,Ete,Mercredi,137,1426.3,Faible,51
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1004,1,Intelligence Artificielle MVP,Automne,Lundi,47,511.28,Faible,51
Zagora,Rurale,Lycée Hassan II,Lycée,423,11,Creation de Jeux Scratch,Ete,Mercredi,400,4290.84,Moyen,50
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,241,21,Intelligence Artificielle MVP,Printemps,Lundi,13,124.9,Faible,60
Azilal,Rurale,Lycée Ouzoud,Lycée,475,10,Intelligence Artificielle MVP,Automne,Dimanche,408,3971.16,Faible,84
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,903,24,Creation de Jeux Scratch,Ete,Vendredi,49,576.0,Faible,37
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,942,6,Intelligence Artificielle MVP,Ete,Lundi,25,234.32,Faible,46
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,577,13,Initiation Python,Printemps,Mercredi,188,1880.36,Faible,76
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,641,20,Intelligence Artificielle MVP,Hiver,Vendredi,135,1532.6,Faible,72
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,761,8,Initiation Python,Hiver,Lundi,47,458.38,Faible,52
Fes,Urbaine,Lycée Moulay Idriss,Lycée,992,17,Creation de Jeux Scratch,Printemps,Jeudi,17,189.45,Faible,63
Tinghir,Rurale,Lycée Bamou,Lycée,504,4,Creation de Jeux Scratch,Ete,Vendredi,252,2670.54,Faible,53
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,696,8,Robotique & Arduino,Hiver,Jeudi,146,1602.25,Faible,69
Azilal,Rurale,Collège Demnate,Collège,567,5,Robotique & Arduino,Printemps,Jeudi,383,4279.26,Moyen,77
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,249,14,Initiation Python,Hiver,Vendredi,35,288.61,Faible,67
Settat,Mixte,Collège Al Wahda,Collège,924,12,Creation de Jeux Scratch,Printemps,Mercredi,119,1258.18,Faible,72
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,906,10,Intelligence Artificielle MVP,Automne,Lundi,49,476.64,Faible,63
Tata,Rurale,Lycée Hassan Ier,Lycée,315,6,Intelligence Artificielle MVP,Automne,Lundi,252,2628.32,Moyen,60
Taroudant,Mixte,Collège Al Majd,Collège,770,4,Robotique & Arduino,Printemps,Mardi,60,717.12,Faible,67
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1031,2,Intelligence Artificielle MVP,Printemps,Lundi,32,273.98,Faible,47
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,510,10,Robotique & Arduino,Ete,Mardi,449,4559.22,Moyen,56
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,844,7,Creation de Jeux Scratch,Hiver,Lundi,17,175.38,Faible,50
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,159,1,Intelligence Artificielle MVP,Hiver,Vendredi,147,1430.65,Faible,57
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1076,4,Creation de Jeux Scratch,Ete,Dimanche,32,360.22,Faible,40
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,440,19,Robotique & Arduino,Hiver,Samedi,211,2859.5,Eleve,88
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,813,6,Initiation Python,Ete,Jeudi,81,751.62,Faible,61
Safi,Mixte,Lycée Zerktouni,Lycée,681,15,Intelligence Artificielle MVP,Automne,Jeudi,105,934.85,Faible,69
Tata,Rurale,Collège Ibn Batouta,Collège,475,1,Creation de Jeux Scratch,Automne,Mardi,233,2488.1,Moyen,58
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,339,24,Initiation Python,Automne,Mardi,244,2676.23,Moyen,82
Safi,Mixte,Lycée Zerktouni,Lycée,659,20,Intelligence Artificielle MVP,Hiver,Vendredi,64,569.63,Faible,79
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,927,9,Robotique & Arduino,Ete,Jeudi,27,284.02,Faible,55
Zagora,Rurale,Collège Al Massira,Collège,506,18,Robotique & Arduino,Printemps,Lundi,265,2798.4,Moyen,83
Tata,Rurale,Lycée Hassan Ier,Lycée,285,13,Robotique & Arduino,Automne,Samedi,304,2899.89,Faible,80
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,916,24,Initiation Python,Hiver,Mercredi,16,189.09,Faible,74
Azilal,Rurale,Lycée Ouzoud,Lycée,402,3,Robotique & Arduino,Ete,Jeudi,392,4002.45,Faible,64
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,737,2,Creation de Jeux Scratch,Printemps,Mercredi,27,230.41,Faible,49
Chefchaouen,Rurale,Collège Al Houria,Collège,571,12,Initiation Python,Hiver,Samedi,171,2073.83,Eleve,85
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,704,4,Creation de Jeux Scratch,Ete,Jeudi,139,1283.28,Faible,51
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,918,19,Robotique & Arduino,Ete,Mercredi,39,366.27,Faible,58
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,968,1,Creation de Jeux Scratch,Ete,Vendredi,10,96.39,Faible,32
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,990,22,Robotique & Arduino,Hiver,Mardi,40,380.95,Faible,66
